date,size,hash,url,datetime
2015-06-18,121642,dc91c943e4f2bdc55f3b28c53194ed6f,http://data.gdeltproject.org/gdeltv2/20150618234500.export.CSV.zip,2015-06-18 23:45:00
2015-06-19,110454,587d5fd9e8e5f8a5664bd56a7a4dc887,http://data.gdeltproject.org/gdeltv2/20150619234500.export.CSV.zip,2015-06-19 23:45:00
2015-06-20,50645,73d5c2fea461f22bcaa92a144de131f6,http://data.gdeltproject.org/gdeltv2/20150620234500.export.CSV.zip,2015-06-20 23:45:00
2015-06-21,66966,4b157c3fecca6d85aa97eb54b345f4ba,http://data.gdeltproject.org/gdeltv2/20150621234500.export.CSV.zip,2015-06-21 23:45:00
2015-06-22,123942,59afbf03b091e9b54517c2b1fd632559,http://data.gdeltproject.org/gdeltv2/20150622234500.export.CSV.zip,2015-06-22 23:45:00
2015-06-23,116910,f868d68543beaa4d8b9ce74a0b9052cf,http://data.gdeltproject.org/gdeltv2/20150623234500.export.CSV.zip,2015-06-23 23:45:00
2015-06-24,125764,0566f48738412dddb35598acd24bb1ca,http://data.gdeltproject.org/gdeltv2/20150624234500.export.CSV.zip,2015-06-24 23:45:00
2015-06-25,117596,75f5c9111d316360287e16f4edc3eb43,http://data.gdeltproject.org/gdeltv2/20150625234500.export.CSV.zip,2015-06-25 23:45:00
2015-06-26,114683,d9d9f26b405b48237759537b3690726b,http://data.gdeltproject.org/gdeltv2/20150626234500.export.CSV.zip,2015-06-26 23:45:00
2015-06-27,63223,6077d4337e5cb2bc1cd18e7bb55afe0c,http://data.gdeltproject.org/gdeltv2/20150627234500.export.CSV.zip,2015-06-27 23:45:00
2015-06-28,72043,03b1542a75e1112e2c36b44b45114d41,http://data.gdeltproject.org/gdeltv2/20150628234500.export.CSV.zip,2015-06-28 23:45:00
2015-06-29,122526,eef445b915c1ea7c3c7fd2ecc91583aa,http://data.gdeltproject.org/gdeltv2/20150629234500.export.CSV.zip,2015-06-29 23:45:00
2015-06-30,127913,d3e0e9f64e35261bba80b20f3e7a7683,http://data.gdeltproject.org/gdeltv2/20150630234500.export.CSV.zip,2015-06-30 23:45:00
2015-07-01,106922,edbad23f3ef8edc0a18e4ee6965250ef,http://data.gdeltproject.org/gdeltv2/20150701234500.export.CSV.zip,2015-07-01 23:45:00
2015-07-02,143777,3ec346f337b1c0cd63095d314edfc875,http://data.gdeltproject.org/gdeltv2/20150702234500.export.CSV.zip,2015-07-02 23:45:00
2015-07-03,82402,3abbd7ddd1215cf892e71df90f9319b3,http://data.gdeltproject.org/gdeltv2/20150703234500.export.CSV.zip,2015-07-03 23:45:00
2015-07-04,95801,50d0e3257171303168d135d5bd4b04bd,http://data.gdeltproject.org/gdeltv2/20150704234500.export.CSV.zip,2015-07-04 23:45:00
2015-07-05,87515,960e7fe7d995613e95c58f971b310c57,http://data.gdeltproject.org/gdeltv2/20150705234500.export.CSV.zip,2015-07-05 23:45:00
2015-07-06,143020,eeb6ce134109410898c2f15ef6a680f7,http://data.gdeltproject.org/gdeltv2/20150706234500.export.CSV.zip,2015-07-06 23:45:00
2015-07-07,143557,8795a46ecd3119d96a055981bf1142ad,http://data.gdeltproject.org/gdeltv2/20150707234500.export.CSV.zip,2015-07-07 23:45:00
2015-07-08,863,7f3ee056da3e253564dc3fdf6748cf68,http://data.gdeltproject.org/gdeltv2/20150708234500.export.CSV.zip,2015-07-08 23:45:00
2015-07-09,150534,14be322cdf4ca7c8f9eb40e05f1c1ea9,http://data.gdeltproject.org/gdeltv2/20150709234500.export.CSV.zip,2015-07-09 23:45:00
2015-07-10,119988,138389e2a82525557c7983fa52f97e4e,http://data.gdeltproject.org/gdeltv2/20150710234500.export.CSV.zip,2015-07-10 23:45:00
2015-07-11,82706,8a4da9c79e0db60644af6b6b18721c48,http://data.gdeltproject.org/gdeltv2/20150711234500.export.CSV.zip,2015-07-11 23:45:00
2015-07-12,103926,c8e1a5cadbbf92d66882711346e5f309,http://data.gdeltproject.org/gdeltv2/20150712234500.export.CSV.zip,2015-07-12 23:45:00
2015-07-13,142650,7a15c5e818a5252db8c8c676da15df38,http://data.gdeltproject.org/gdeltv2/20150713234500.export.CSV.zip,2015-07-13 23:45:00
2015-07-14,144543,8a819fbe9ab8cf2ce91100ae5d14de8a,http://data.gdeltproject.org/gdeltv2/20150714234500.export.CSV.zip,2015-07-14 23:45:00
2015-07-15,148014,3279f1013cd2133032822f6b23352906,http://data.gdeltproject.org/gdeltv2/20150715234500.export.CSV.zip,2015-07-15 23:45:00
2015-07-16,122679,a9cf5128f2e45013146daa6ac3df80c5,http://data.gdeltproject.org/gdeltv2/20150716234500.export.CSV.zip,2015-07-16 23:45:00
2015-07-17,99529,3de095c22753478636bbbca89eb3f989,http://data.gdeltproject.org/gdeltv2/20150717234500.export.CSV.zip,2015-07-17 23:45:00
2015-07-18,73785,a09e2d3074a9c0aa5175465b52efe9eb,http://data.gdeltproject.org/gdeltv2/20150718234500.export.CSV.zip,2015-07-18 23:45:00
2015-07-19,80604,3765a372c106e12f04e0972c7c1b4814,http://data.gdeltproject.org/gdeltv2/20150719234500.export.CSV.zip,2015-07-19 23:45:00
2015-07-20,122202,7678d474317b50d29b2cfea67d24b557,http://data.gdeltproject.org/gdeltv2/20150720234500.export.CSV.zip,2015-07-20 23:45:00
2015-07-21,104703,e03ba57a50ae359b4b10417cc1b0d58c,http://data.gdeltproject.org/gdeltv2/20150721234500.export.CSV.zip,2015-07-21 23:45:00
2015-07-22,104291,dde42ec91ed192fd2475941a01bcd5a6,http://data.gdeltproject.org/gdeltv2/20150722234500.export.CSV.zip,2015-07-22 23:45:00
2015-07-23,137660,3abce51a5ac6bacf93f2c34b0642e0ee,http://data.gdeltproject.org/gdeltv2/20150723234500.export.CSV.zip,2015-07-23 23:45:00
2015-07-24,101487,2f816669c21f0dde7887375ec1973ebc,http://data.gdeltproject.org/gdeltv2/20150724234500.export.CSV.zip,2015-07-24 23:45:00
2015-07-25,46128,789d5f154a064af3fa1829f58ce62118,http://data.gdeltproject.org/gdeltv2/20150725234500.export.CSV.zip,2015-07-25 23:45:00
2015-07-26,71673,2d9652cef6f6edf74dc14e0829cc0a73,http://data.gdeltproject.org/gdeltv2/20150726234500.export.CSV.zip,2015-07-26 23:45:00
2015-07-27,142708,b11922872982d82cdc3866a531f84be9,http://data.gdeltproject.org/gdeltv2/20150727234500.export.CSV.zip,2015-07-27 23:45:00
2015-07-28,137649,09391ebef9ddcab97e841cd9e46d5f60,http://data.gdeltproject.org/gdeltv2/20150728234500.export.CSV.zip,2015-07-28 23:45:00
2015-07-29,147259,41fbaf8866d72f2157e7b0ad70bd4b82,http://data.gdeltproject.org/gdeltv2/20150729234500.export.CSV.zip,2015-07-29 23:45:00
2015-07-30,147468,cb01573bcd5bab5c07380188bcf01072,http://data.gdeltproject.org/gdeltv2/20150730234500.export.CSV.zip,2015-07-30 23:45:00
2015-07-31,91022,1d12c644140273f03e3a36ff1d7be67a,http://data.gdeltproject.org/gdeltv2/20150731234500.export.CSV.zip,2015-07-31 23:45:00
2015-08-01,64368,de99c251ba4aec5ad94181aabd90e998,http://data.gdeltproject.org/gdeltv2/20150801234500.export.CSV.zip,2015-08-01 23:45:00
2015-08-02,67596,71eff6efa6e13602e7ec75bb0231966a,http://data.gdeltproject.org/gdeltv2/20150802234500.export.CSV.zip,2015-08-02 23:45:00
2015-08-03,137874,03f698afcf577361980157912bd067dd,http://data.gdeltproject.org/gdeltv2/20150803234500.export.CSV.zip,2015-08-03 23:45:00
2015-08-04,142177,303f267d7038c5344f2abd9610167465,http://data.gdeltproject.org/gdeltv2/20150804234500.export.CSV.zip,2015-08-04 23:45:00
2015-08-05,155359,6a151dc58c035b36aa8a49fef65ccb04,http://data.gdeltproject.org/gdeltv2/20150805234500.export.CSV.zip,2015-08-05 23:45:00
2015-08-06,141669,9e1734ada5b6dbb25e5661dab6e5e0a7,http://data.gdeltproject.org/gdeltv2/20150806234500.export.CSV.zip,2015-08-06 23:45:00
2015-08-07,95793,7c47b29a658fae0610f136cf9454e553,http://data.gdeltproject.org/gdeltv2/20150807234500.export.CSV.zip,2015-08-07 23:45:00
2015-08-08,72026,ab99f3153edce7522a5c8007ef0fb880,http://data.gdeltproject.org/gdeltv2/20150808234500.export.CSV.zip,2015-08-08 23:45:00
2015-08-09,59048,deb90350c57ea5aecb83203d790aff6e,http://data.gdeltproject.org/gdeltv2/20150809234500.export.CSV.zip,2015-08-09 23:45:00
2015-08-10,143345,9de5e94d939a864c260899290eb8ab32,http://data.gdeltproject.org/gdeltv2/20150810234500.export.CSV.zip,2015-08-10 23:45:00
